HistoricalDate,Open,High,Low,Close,SharesTraded,TurnoverInCrores
29/06/2005,2170.2,2194.25,2162,2191.65,58638570,2468.66
30/06/2005,2191.55,2226.15,2189.45,2220.6,82212701,3809.51
01/07/2005,2220.45,2220.55,2198.9,2211.9,54585383,2119.86
04/07/2005,2212.05,2232.2,2211.4,2230.65,49155821,1872.96
05/07/2005,2231.2,2238.6,2205.1,2210.75,55515957,2221.67
06/07/2005,2211.35,2232.65,2211.3,2228.2,51427929,2074.52
07/07/2005,2228.3,2235.8,2171.25,2179.4,60514945,2696.16
08/07/2005,2183.55,2210.7,2179.05,2196.2,48318799,2066.03
11/07/2005,2195.55,2224.65,2195.55,2218.85,54405573,2005.43
12/07/2005,2219.1,2233.2,2191.7,2220.8,71608159,3276.51
13/07/2005,2221.45,2234.15,2200.05,2204.05,74227393,2986.98
14/07/2005,2204.4,2212.55,2178.6,2185.1,65035973,2845.93
15/07/2005,2185.1,2216.5,2181.85,2212.55,57478017,2437.82
18/07/2005,2212.95,2248.7,2212.95,2234,55018172,2635.13
19/07/2005,2234.25,2246.7,2227.2,2237.3,51111855,2187.9
20/07/2005,2236.9,2252,2236.9,2241.9,56890570,2146.21
21/07/2005,2240.95,2251.85,2221.2,2230.5,60766699,2360.74
22/07/2005,2231,2268.55,2223.15,2265.6,57710283,2653.01
25/07/2005,2266.65,2293.95,2266.65,2291.75,81357219,3127.72
26/07/2005,2289.25,2307.1,2279.8,2303.15,98680238,3228.61
27/07/2005,2304.25,2324,2292.85,2319.1,70682407,2751.63
29/07/2005,2318.05,2332.55,2280.85,2312.3,111818711,4957.97
01/08/2005,2312.05,2329.9,2294.25,2318.05,59153792,2428.83
02/08/2005,2321.9,2357.15,2319.75,2353.65,81640117,3501.94
03/08/2005,2359.1,2377,2345.2,2357,102044390,5012.72
04/08/2005,2357.75,2377.35,2352.05,2367.8,91949999,3745.04
05/08/2005,2367.35,2377.1,2355.95,2361.2,114264260,3339.85
08/08/2005,2361.95,2386.95,2320.05,2324.4,97370128,3229.84
09/08/2005,2324.75,2342.2,2303.1,2318.7,93650866,3298.02
10/08/2005,2322.3,2364.8,2322.05,2360.15,81805269,2786.3
11/08/2005,2358.9,2387.3,2355.5,2380.9,93589538,3296.74
12/08/2005,2381.05,2390.45,2356.9,2361.55,71135423,2825.38
16/08/2005,2361.65,2379.4,2356.85,2369.8,59048436,2362.26
17/08/2005,2369.8,2406.25,2357.5,2403.15,61480220,2676.99
18/08/2005,2404.65,2426.65,2380.7,2388.45,63479228,2756.96
19/08/2005,2400.8,2409.35,2378.45,2383.45,47521272,2056.29
22/08/2005,2383.45,2403.45,2355.75,2367.85,55932078,2091.85
23/08/2005,2369.55,2380.5,2320.35,2326.1,57190186,2352.79
24/08/2005,2326.1,2334.9,2300.45,2322.5,68322962,2629.36
25/08/2005,2323.1,2359.2,2320.7,2354.55,78538713,3108.4
26/08/2005,2354.6,2368.05,2340.2,2357.05,47579420,1953.45
29/08/2005,2359.2,2365.85,2312.6,2337.65,41867254,1771.19
30/08/2005,2337.8,2373.8,2337.75,2367.75,46969539,1999.63
31/08/2005,2369.05,2387,2355,2384.65,50116797,2171.21
01/09/2005,2384.7,2412.35,2382.9,2405.75,59762105,2311.28
02/09/2005,2406.45,2422.1,2396.1,2415.8,61335349,2700.45
05/09/2005,2417.1,2439.55,2414.95,2422.95,50521839,2008.92
06/09/2005,2422.4,2436.25,2417,2428.65,47409904,1856.98
08/09/2005,2429,2456.9,2429,2454.45,46073516,2079.08
09/09/2005,2448.8,2462.8,2441.9,2455.45,47670661,1973.56
12/09/2005,2455.85,2486.35,2455.85,2484.15,44832163,1868.6
13/09/2005,2484,2503,2477.1,2500.35,54880639,2325.46
14/09/2005,2500.4,2514.75,2476,2492.45,82087707,3160.77
15/09/2005,2492.85,2527.5,2492.75,2523.95,62944965,2414.41
16/09/2005,2524.9,2555.1,2519.05,2552.35,63656466,2502.91
19/09/2005,2555.45,2579.7,2550.45,2567.1,63880908,2294.45
20/09/2005,2567.2,2582.8,2546.6,2578,77237821,3347.78
21/09/2005,2576.7,2585.6,2504.9,2567.3,108694906,4246.33
22/09/2005,2567.85,2580.4,2465.85,2476.5,103320451,3597.7
23/09/2005,2480.5,2507.9,2453.05,2477.75,84222865,3283.92
26/09/2005,2477.85,2560.85,2477.85,2557.35,61924057,2272.15
27/09/2005,2558.5,2592.5,2549.85,2574.85,80835742,3294.07
28/09/2005,2574.45,2602.95,2559.85,2598.05,75639565,3275.34
29/09/2005,2598.6,2633.9,2589.45,2611.2,118315309,5020.86
30/09/2005,2607.9,2623.05,2567.75,2601.4,88155803,3685.36
03/10/2005,2601,2635,2597.2,2630.05,64623105,2524.48
04/10/2005,2630,2667.05,2629.6,2663.35,76746128,3353.73
05/10/2005,2663.7,2669.2,2636.6,2644.4,87711982,3401.19
06/10/2005,2643.8,2643.8,2571.3,2579.15,107136584,3970.21
07/10/2005,2577.2,2603.25,2547.55,2574.05,92769893,4038.8
10/10/2005,2577.1,2595.15,2561,2566.85,61304701,2627.27
11/10/2005,2569.15,2592,2533.7,2589.55,71470357,3324.2
13/10/2005,2584.4,2589.35,2529.05,2537.3,95738560,4050.09
14/10/2005,2537.7,2548,2478,2484.4,91435384,3621.45
17/10/2005,2488.4,2498.6,2459.5,2485.15,76999001,3148.62
18/10/2005,2485.25,2517.7,2452.5,2468.2,77318585,3384.84
19/10/2005,2467.8,2467.85,2394.95,2412.45,93293821,3933.15
20/10/2005,2421.4,2463.85,2363.55,2395.45,114276924,4202.57
21/10/2005,2397.85,2447.85,2384.05,2443.75,97458038,3775.57
24/10/2005,2444.2,2460,2388.4,2394.85,80236463,2943.37
25/10/2005,2394.95,2444.6,2390.85,2418.2,85086738,3470.96
26/10/2005,2418.45,2434,2401.1,2408.5,91104303,3800.91
27/10/2005,2408.95,2416.45,2338.6,2352.9,125291990,4868.7
28/10/2005,2352.65,2355.15,2307.45,2316.05,84569727,3192.26
31/10/2005,2314.85,2373.4,2314.2,2370.95,69796263,2419.6
01/11/2005,2366.8,2410.15,2366.8,2386.75,18746555,665.75
02/11/2005,2386.45,2423.8,2367.75,2419.05,82540716,2909.26
07/11/2005,2419.25,2464.65,2411.6,2461.6,79272406,3265.1
08/11/2005,2463.65,2502.9,2460,2492.65,79715915,3234.37
09/11/2005,2493.1,2519.4,2475.7,2489.1,73896105,2927.57
10/11/2005,2489.1,2504.75,2480.85,2500.7,64917294,2435.45
11/11/2005,2500.85,2551.4,2500.85,2548.65,72465029,3003.72
14/11/2005,2548.55,2576.95,2534.4,2558.7,70311886,2722.9
16/11/2005,2559.45,2585.95,2559.45,2582.75,59709061,2711.52
17/11/2005,2558.45,2608.85,2558.45,2603.95,66443810,2924.97
18/11/2005,2604,2632.35,2595.15,2620.05,81690974,3121.62
21/11/2005,2620.1,2626.4,2591.75,2602.5,74794904,3111.44
22/11/2005,2603.25,2614,2567.05,2572.85,67631761,3090.06
23/11/2005,2572.85,2613.4,2563.1,2608.6,70840659,2992.72
24/11/2005,2608.9,2643.7,2608.7,2635,98400541,3651.41
25/11/2005,2635.35,2668.9,2633.75,2664.3,74964394,2877.95
26/11/2005,2664.85,2686.5,2664.7,2683.45,25534972,1016.73
28/11/2005,2683.6,2717.15,2682.65,2712,83653385,3266.97
29/11/2005,2712.35,2713.9,2679.9,2698.3,78581982,3583.48
30/11/2005,2698.1,2727.05,2647.1,2652.25,82029860,3588.31
01/12/2005,2651.6,2705,2641.95,2698.95,74048315,3626.04
02/12/2005,2699.55,2730.7,2691.5,2697.95,79794777,3914.45
05/12/2005,2697.6,2710.65,2654.35,2660.5,62679907,2405.29
06/12/2005,2661.4,2694.4,2647.35,2662.3,56613837,2735.99
07/12/2005,2662.3,2697.1,2662.3,2693,66551374,3002.33
08/12/2005,2694.95,2711.6,2673.5,2706.7,70166907,3288.04
09/12/2005,2706.75,2761.1,2698,2756.45,76475444,3624.71
12/12/2005,2756.4,2789.35,2756.4,2776.2,75289837,3334.62
13/12/2005,2776.8,2815.3,2764.65,2812.3,93127558,4485.5
14/12/2005,2812.8,2825.65,2788.3,2804.55,122645697,4636.36
15/12/2005,2805.2,2821.5,2763.35,2778.55,92701214,3996.15
16/12/2005,2778.65,2814.9,2766.5,2810.15,88271522,4180.3
19/12/2005,2808.35,2846,2803.45,2842.6,77018983,3272.85
20/12/2005,2843.15,2853.1,2815.2,2826.2,74975479,3150.23
21/12/2005,2826.45,2847.3,2799.45,2822.9,123430901,7389.62
22/12/2005,2826.7,2846.65,2818.65,2835.25,66786005,2946.81
23/12/2005,2835.7,2857,2799.7,2804.85,65175171,2972.67
26/12/2005,2804.3,2804.3,2741.8,2749.6,57486163,2509.99
27/12/2005,2746.25,2812.6,2725.7,2805.9,58763373,2824.9
28/12/2005,2806.8,2824.3,2780,2794.05,73928672,3690.54
29/12/2005,2792.75,2829.4,2792.75,2821.95,79236604,3891.34
30/12/2005,2823.95,2845.55,2812.75,2836.55,76048886,4017.93
02/01/2006,2836.8,2849.45,2825.4,2835.95,51922369,2492.19
03/01/2006,2835.95,2887.2,2832.05,2883.35,56919143,2674.83
04/01/2006,2883,2909.35,2883,2904.4,82021279,3415.2
05/01/2006,2904.45,2916.2,2884.8,2899.85,70082252,3203.74
06/01/2006,2899.85,2921.7,2877.25,2914,83354445,3728.49
09/01/2006,2913.35,2927.25,2898.25,2910.1,74818404,3462.62
10/01/2006,2910.15,2913.05,2865.6,2870.8,71122017,3508.23
12/01/2006,2869.35,2869.35,2824,2850.7,92184274,6110.85
13/01/2006,2851.4,2878.35,2846.7,2850.55,66173305,3198.16
16/01/2006,2851.35,2855.7,2824.05,2833.1,57827407,3404.76
17/01/2006,2833.8,2861.25,2820.65,2829.1,95095316,6190.85
18/01/2006,2809.9,2840.1,2783.85,2809.2,119045833,6974.93
19/01/2006,2811.1,2875.95,2811.1,2870.85,69427054,3219.72
20/01/2006,2870.8,2912.8,2870.8,2900.95,73695932,4307.53
23/01/2006,2900.3,2900.3,2870.95,2884.05,65128512,2809.25
24/01/2006,2886.35,2914.25,2885.75,2908,67193094,3300.77
25/01/2006,2908.75,2949.1,2871.25,2940.35,97129132,4944.65
27/01/2006,2941.9,2989.7,2941.9,2982.75,115083146,3807.99
30/01/2006,2983.3,3002.2,2963.65,2974.5,99399734,3402.83
31/01/2006,2968.95,3005.1,2968.85,3001.1,74303077,2982.45
01/02/2006,3001.3,3011.05,2960.9,2971.55,87163320,3809.99
02/02/2006,2972.2,2997.25,2957.55,2967.45,80517157,3574.21
03/02/2006,2968.1,2973.9,2931.85,2940.6,62877718,3113.61
06/02/2006,2940.95,3009.45,2928.1,3000.45,70479490,3602.08
07/02/2006,3001.15,3025.1,2991.25,3020.1,84822966,3781.35
08/02/2006,3018.2,3021.25,2984.9,3008.95,72204624,3709.2
10/02/2006,3009.15,3031.75,3009.1,3027.55,77233296,3764.84
13/02/2006,3026.15,3042.75,3018.5,3041.15,66172668,3052.33
14/02/2006,3040.25,3051.7,3009.9,3017.55,86851659,4149.93
15/02/2006,3001.4,3048.8,2995.3,3022.2,90334973,4183.48
16/02/2006,3023.1,3036.65,3013.7,3021.6,77742684,3413.17
17/02/2006,3021.65,3038.8,2976.7,2981.5,80252511,3664.79
20/02/2006,2982.35,3010.65,2955.85,3005.85,61702111,2832.2
21/02/2006,3008.55,3042.05,3008.55,3035.5,59629361,2936.55
22/02/2006,3035.65,3055.65,3032.5,3050.8,56288881,2838.57
23/02/2006,3050.85,3078.4,3050.85,3062.1,108536483,4627.45
24/02/2006,3061.7,3072,3041.6,3050.05,61840503,2445.38
27/02/2006,3050.3,3070.35,3050.3,3067.45,53579117,2663.01
28/02/2006,3067.9,3090.3,3031.8,3074.7,101518894,4978.91
01/03/2006,3074.6,3127.25,3064,3123.1,96935864,4886.99
02/03/2006,3124.25,3170.35,3124.25,3150.7,117835195,5303.83
03/03/2006,3151.3,3167.2,3132.6,3147.35,68562889,3740.91
06/03/2006,3147.25,3194,3147.2,3190.4,70231056,3256.57
07/03/2006,3190.45,3192.95,3166.75,3182.8,85670076,4153.35
08/03/2006,3183.45,3187.5,3107.9,3116.7,104385907,5393.67
09/03/2006,3116.75,3132.65,3069.85,3129.1,91561270,4422.04
10/03/2006,3129.05,3189.35,3128.6,3183.9,89130425,4292.37
13/03/2006,3184.1,3221.3,3174.05,3202.65,71708390,3515.72
14/03/2006,3197.2,3223.45,3184.05,3195.35,81135055,4011.15
16/03/2006,3197.3,3230.4,3196.95,3226.6,85098635,4339.33
17/03/2006,3226.9,3258.3,3226.9,3234.05,84410109,4238.8
20/03/2006,3234.2,3268.25,3234.2,3265.65,74738736,3092.16
21/03/2006,3264.65,3292.15,3247.25,3262.3,94383185,4408.31
22/03/2006,3263.35,3267.95,3221.95,3240.15,92992199,4747.15
23/03/2006,3240.85,3265.6,3225.2,3247.15,132315985,4977.08
24/03/2006,3247.15,3286.2,3242.6,3279.8,133458459,3755.77
27/03/2006,3283.4,3327.05,3280.8,3321.65,155883121,6939.44
28/03/2006,3321.45,3344.5,3311.85,3325,145259830,7402.88
29/03/2006,3324.85,3359.8,3324.8,3354.2,107383096,4235.41
30/03/2006,3354.25,3433.85,3354.25,3418.95,167133850,7120.91
31/03/2006,3420.55,3425.45,3381.9,3402.55,191025581,12055.59
03/04/2006,3403.15,3478.25,3402.45,3473.3,73250033,3804.68
04/04/2006,3473.1,3508.25,3463.85,3483.15,92359007,4230.1
05/04/2006,3483.15,3513.95,3483.15,3510.9,79374868,4099.01
07/04/2006,3525.6,3555.5,3445.9,3454.8,137089599,7354.61
10/04/2006,3455,3489.05,3430.4,3478.45,104980176,4807.96
12/04/2006,3479.1,3484.65,3366.75,3380,124245306,6146.48
13/04/2006,3380.4,3391.05,3290.35,3345.5,129244802,6733.14
17/04/2006,3342.15,3433.65,3342.15,3425.15,94138429,4856.61
18/04/2006,3429,3521.95,3429,3518.1,103920172,5605.22
19/04/2006,3523.65,3570.5,3502.75,3535.85,119462639,5833.57
20/04/2006,3539.8,3578.35,3527.25,3573.5,113701322,5774.69
21/04/2006,3576.75,3592.75,3517.1,3573.05,134014772,6849.64
24/04/2006,3572.8,3585.35,3536.3,3548.9,90785788,4698.35
25/04/2006,3548.8,3552.65,3433.55,3462.65,83494373,4284.69
26/04/2006,3462.65,3562.3,3454.1,3555.75,90642187,4568.22
27/04/2006,3554.7,3598.95,3492.75,3508.1,148887167,10435.62
28/04/2006,3507.45,3517.65,3342.85,3508.35,108821039,4943.01
29/04/2006,3508.35,3565.75,3508.35,3557.6,35740010,1515.59
02/05/2006,3557.55,3622.05,3556.9,3605.45,108347510,5259.84
03/05/2006,3604.4,3640.8,3581.4,3634.25,95591194,4537.19
04/05/2006,3630.65,3674.5,3621.55,3648.4,100108143,5141
05/05/2006,3649.45,3676.55,3639.55,3663.95,106747561,4261.22
08/05/2006,3668.65,3708.55,3668.65,3693.15,70284895,3777.17
09/05/2006,3694.65,3725.4,3655.65,3720.55,83890001,4706.15
10/05/2006,3720.75,3758.05,3717.25,3754.25,93510261,4998.59
11/05/2006,3755.8,3774.15,3687.9,3701.05,77726368,4255.37
12/05/2006,3704.15,3704.15,3633.85,3650.05,94028454,4448.04
15/05/2006,3651,3653,3482.85,3502.95,125542855,5652.8
16/05/2006,3502.95,3543.5,3382.4,3523.3,139746059,6200.73
17/05/2006,3525.05,3641.85,3525.05,3635.1,100892613,4550.85
18/05/2006,3636.45,3636.45,3365.9,3388.9,137036044,6090.7
19/05/2006,3391.85,3493.05,3205.25,3246.9,143372267,6499.15
22/05/2006,3254.3,3313.9,2896.4,3081.35,148001127,6043.37
23/05/2006,3068.6,3221.05,2997.35,3199.35,114894339,4682.56
24/05/2006,3203.5,3249.75,3091.6,3115.55,134699170,5908.84
25/05/2006,3114.7,3198.35,3012.95,3177.7,154894775,6720.25
26/05/2006,3177.7,3277.95,3177.7,3209.6,105522896,4245.44
29/05/2006,3207.25,3255.25,3193.15,3214.9,73032523,2981.85
30/05/2006,3215.5,3252.1,3167.05,3185.3,69451029,3202.35
31/05/2006,3181.95,3181.95,2972.9,3071.05,119568428,4934.32
01/06/2006,3072.55,3130,2936.6,2962.25,112881053,5065.82
02/06/2006,2961.5,3099.35,2940.2,3091.35,106179408,4324.06
05/06/2006,3092.6,3125.4,3006.4,3016.65,88204812,4034.23
06/06/2006,3015.05,3015.05,2910.3,2937.3,98819077,4198.29
07/06/2006,2935.25,2956.9,2819.45,2860.45,122677884,4954.39
08/06/2006,2856.9,2859.4,2683.2,2724.35,133611695,5155.37
09/06/2006,2721.2,2875.75,2707.85,2866.3,101500861,4255.42
12/06/2006,2867.65,2877.8,2761.85,2776.85,78190250,3359.69
13/06/2006,2773.6,2773.6,2638.1,2663.3,85457365,3459.33
14/06/2006,2665.05,2767.75,2595.65,2632.8,98860315,4513.9
15/06/2006,2634.1,2814.15,2634.1,2798.8,88836911,3820.2
16/06/2006,2799.85,2960.15,2799.85,2890.35,117621143,5258.32
19/06/2006,2892,2932.9,2846.5,2916.9,75179603,3186.42
20/06/2006,2919,2919,2837.45,2861.3,85067878,3342.93
21/06/2006,2861.4,2930.8,2836.4,2923.45,81725635,3417
22/06/2006,2923.75,3017.65,2923.75,2994.75,81030379,3567
23/06/2006,2993.55,3063.2,2920.2,3042.7,86904356,3615.07
25/06/2006,3043.15,3083,3035.95,3050.3,12073961,433.29
26/06/2006,3051.8,3059.85,2928,2943.2,87442622,3613.02
27/06/2006,2943.6,3004.15,2899.25,2982.45,116745741,5252.39
28/06/2006,2982.2,3003.65,2909.6,2981.1,84897439,3840.16
29/06/2006,2982.9,3049.25,2982.9,2997.9,110790760,5017.76
30/06/2006,2993.5,3134.15,2993.5,3128.2,98679172,4453.99
03/07/2006,3128.75,3160.35,3114.85,3150.95,66603275,3157.85
04/07/2006,3151.05,3177.4,3130.3,3138.65,66682150,3147.66
05/07/2006,3136.95,3201.2,3121.8,3197.1,90419711,4195.99
06/07/2006,3197.5,3197.5,3138.4,3156.4,74893378,3524.77
07/07/2006,3157.95,3193.1,3056.3,3075.85,90060282,4068.6
10/07/2006,3077.1,3147.7,3064.1,3142,65284375,2980.45
11/07/2006,3145.3,3146,3100.4,3116.15,66336970,3096.43
12/07/2006,3124.95,3201.35,3078.25,3195.9,93623050,5499.45
13/07/2006,3196.3,3208.85,3148.95,3169.3,81620172,3475.59
14/07/2006,3166.25,3166.25,3089.55,3123.35,61512609,3055.66
17/07/2006,3123.65,3125.1,2999.35,3007.55,60049023,2953.6
18/07/2006,3007.15,3038.25,2967.95,2993.65,70494264,3522.91
19/07/2006,2995.85,3045.35,2919.95,2932.75,79085652,3948.34
20/07/2006,2943.65,3041.25,2943.65,3023.05,77712999,3686.36
21/07/2006,3025.1,3029.1,2930.15,2945,74876151,3454.86
24/07/2006,2944.9,2996.65,2878.25,2985.85,78139891,3721.14
25/07/2006,2989.5,3046.95,2987.15,3040.5,70646865,3378.75
26/07/2006,3040.45,3121.4,3022.7,3110.15,77137663,3749.48
27/07/2006,3109.85,3167.1,3109.85,3156.15,106694441,5295.1
28/07/2006,3158,3168.5,3109.45,3130.8,81278521,3571.94
31/07/2006,3131.35,3179.7,3110.6,3143.2,61675413,3130.17
01/08/2006,3128.2,3154.7,3113.6,3147.8,57028169,2790.09
02/08/2006,3129.45,3187.85,3127.9,3182.1,55484351,2628.88
03/08/2006,3182.55,3234.25,3175.15,3190,69084722,3556.26
04/08/2006,3189.7,3228.15,3161.8,3176.75,69528047,3282.36
07/08/2006,3176.7,3178.5,3142.55,3151.1,50260661,2482.52
08/08/2006,3151.55,3216.75,3151.55,3212.4,52271647,2334.3
09/08/2006,3211.55,3267.2,3187.85,3254.6,71781978,3410.66
10/08/2006,3254.6,3274.75,3229.45,3260.1,59287718,2795.74
11/08/2006,3260.05,3286.5,3236.95,3274.35,63497173,3339.55
14/08/2006,3274.95,3317.8,3269.15,3313.1,51600194,2309.79
16/08/2006,3314.75,3377.1,3314.75,3356.05,69199131,3288.12
17/08/2006,3359.7,3385.15,3328.6,3353.9,72570406,3678.42
18/08/2006,3354.5,3366.25,3332.2,3356.75,57031969,2744.7
21/08/2006,3356.8,3374.9,3332.9,3366,48935056,2623.86
22/08/2006,3369.6,3398.35,3351.5,3364.6,58614547,2780.25
23/08/2006,3363.6,3369.65,3325.1,3335.8,52060467,2595.68
24/08/2006,3336.65,3379.55,3304.85,3370.4,70794902,3625.17
25/08/2006,3368.55,3402.7,3368.55,3385.95,68458051,3290.78
28/08/2006,3386,3405.3,3377.75,3401.1,46753742,2051.97
29/08/2006,3405.05,3434.95,3396.1,3425.7,60674227,2935.97
30/08/2006,3425.8,3440.2,3407.75,3430.35,61671400,2963.16
31/08/2006,3404.5,3452.3,3403.65,3413.9,98616609,4581.17
01/09/2006,3414,3439.5,3402.9,3435.45,71355586,3118.13
04/09/2006,3435.55,3483.1,3435.55,3476.85,55794558,2672.11
05/09/2006,3471.4,3488.6,3457.9,3473.75,49637615,2330.87
06/09/2006,3474.4,3490.7,3465.8,3477.25,64632141,3020.81
07/09/2006,3477.15,3478.85,3438.8,3454.55,61695576,3097.76
08/09/2006,3454.65,3477.95,3442.85,3471.45,75299798,3823.16
11/09/2006,3470.35,3486.65,3351.3,3366.15,78022331,3948.22
12/09/2006,3363.3,3395.05,3328.45,3389.9,80287997,3899.77
13/09/2006,3389.85,3470.65,3389.8,3454.55,71103462,3702.22
14/09/2006,3454.6,3484,3454.6,3471.6,88081056,4891.78
15/09/2006,3471.65,3487.45,3434.55,3478.6,71320369,3491.83
18/09/2006,3478.65,3506.2,3478.4,3492.75,60726317,2990.54
19/09/2006,3493.5,3514.95,3438.8,3457.35,69738853,3565.22
20/09/2006,3457.85,3509.85,3419.75,3502.8,62440086,3133.57
21/09/2006,3506.7,3556.35,3506.7,3553.05,65971047,3470.59
22/09/2006,3554.05,3562.45,3525.4,3544.05,60146361,3402.22
25/09/2006,3545.1,3568.65,3514.85,3523.45,59718564,2973.4
26/09/2006,3523.7,3576.75,3517.15,3571.75,67280328,3513.92
27/09/2006,3571.75,3603.7,3568.4,3579.3,65272270,3388.77
28/09/2006,3579.95,3589.3,3560.75,3571.75,82845862,4431.1
29/09/2006,3572.15,3599.8,3564.7,3588.4,71280518,3291.25
03/10/2006,3588.95,3606.2,3561.7,3569.6,55658446,2746.91
04/10/2006,3570.95,3580.05,3508.65,3515.35,68278198,3819.03
05/10/2006,3515.6,3574.95,3515.6,3564.9,74898110,3523.08
06/10/2006,3565.45,3583.75,3560.9,3569.7,83455201,3254.23
09/10/2006,3570.05,3585.35,3540.45,3567.15,52281974,2351.09
10/10/2006,3567.45,3597.2,3563.1,3571.05,61272629,2759.2
11/10/2006,3581.55,3614.5,3544.25,3558.55,64789296,3439.29
12/10/2006,3562.55,3626.8,3545.95,3621.05,67079130,3436.45
13/10/2006,3621.65,3682.35,3621.65,3676.05,77576341,4180.34
16/10/2006,3668.9,3729.7,3668.9,3723.95,74544319,4114.25
17/10/2006,3726.4,3742.5,3691.35,3715,72710899,3601.25
18/10/2006,3715.2,3727,3701.3,3710.65,98341144,4457.77
19/10/2006,3711.1,3726.95,3655.05,3677.8,87373113,3801.97
20/10/2006,3678.75,3714.25,3665.5,3676.85,71910699,3349.3
21/10/2006,3680.85,3708.4,3662.85,3683.5,10531676,507.73
23/10/2006,3683.4,3690.85,3651.2,3657.3,45483007,2204.29
26/10/2006,3656.2,3686.85,3651.2,3677.55,97769504,4879.43
27/10/2006,3676.85,3747.35,3674.8,3739.35,81362792,4114.12
30/10/2006,3739.35,3776.05,3719.45,3769.1,85610530,4741.7
31/10/2006,3770.5,3782.85,3726.75,3744.1,87732761,4104.67
01/11/2006,3744.1,3777.7,3737,3767.05,70546138,3544.68
02/11/2006,3769.4,3805.5,3761.9,3791.2,57711779,3121.02
03/11/2006,3793.05,3809.65,3771,3805.35,61269479,3313.66
06/11/2006,3804.75,3822.4,3798.25,3809.25,68853934,3137.47
07/11/2006,3812.15,3840.45,3789.4,3798.75,72012582,3596.23
08/11/2006,3799.2,3809.95,3737.2,3777.3,81509881,4427.67
09/11/2006,3777.8,3808.2,3769.8,3796.4,71619806,3934.11
10/11/2006,3796.05,3842.4,3785.4,3834.75,70384022,3936.21
13/11/2006,3834.8,3862.05,3834,3858.75,56173959,2739.11
14/11/2006,3862,3883,3850.75,3865.9,68081114,3651.51
15/11/2006,3865.95,3888.8,3838.25,3876.3,69066795,3511.53
16/11/2006,3876.4,3900.4,3863.85,3876.85,81514258,4686.36
17/11/2006,3877,3891.85,3835.7,3852.8,77876260,4194.93
20/11/2006,3852.65,3866.95,3794.3,3856.15,84182263,4952.26
21/11/2006,3859.5,3921.7,3856.75,3918.25,67180630,3907.31
22/11/2006,3918.3,3960,3909.6,3954.75,87853870,5284.69
23/11/2006,3955.3,3976.8,3933.7,3945.45,64562640,4000.52
24/11/2006,3945.45,3965.8,3935.3,3950.85,68029182,3633.78
27/11/2006,3974.95,3974.95,3948.85,3968.9,56622181,3350.7
28/11/2006,3966,3966,3911.55,3921.75,59759241,3564.33
29/11/2006,3922.5,3952.4,3920,3928.2,59745228,3170.71
30/11/2006,3929.4,3973,3929.4,3954.5,99230654,5200.26
01/12/2006,3955.7,4001.3,3953.95,3997.6,58708116,3309.49
04/12/2006,4002.4,4015.25,3991.55,4001,54018198,3426.05
05/12/2006,4001.25,4033.2,4001.25,4015.75,65921607,3669.1
06/12/2006,4016,4036.2,3982.5,4015.95,65477220,3637.13
07/12/2006,4015,4027.7,4001.4,4015.35,52637334,3396.24
08/12/2006,4015.75,4046.85,3948.7,3962,53674764,3113.85
11/12/2006,3961.9,3965.05,3798.3,3849.5,79520623,4688.29
12/12/2006,3849.1,3861.25,3661.6,3716.9,105472463,5958.99
13/12/2006,3716.75,3777.6,3657.65,3765.2,93071516,5185.84
14/12/2006,3765.7,3855.05,3763.5,3843.05,72361721,3750.19
15/12/2006,3849.6,3908.45,3845.45,3888.65,91020399,4491.99
18/12/2006,3888.2,3934,3828.15,3928.75,72483576,4122.31
19/12/2006,3928.85,3931.9,3783.45,3832,75208480,4700.27
20/12/2006,3832.15,3886.1,3787.55,3815.55,81933913,4707.85
21/12/2006,3814.75,3851.2,3768.8,3833.5,57300356,3118.95
22/12/2006,3834.9,3880.15,3823.4,3871.15,51348663,2468.08
26/12/2006,3871.3,3946.1,3870.45,3940.5,45448366,2356.62
27/12/2006,3942.75,3986.75,3937.7,3974.25,54698735,2965.96
28/12/2006,3974.2,3997.35,3961.95,3970.55,82886489,4414.78
29/12/2006,3971.65,3991.6,3960.45,3966.4,46461571,2383.73
02/01/2007,3966.25,4016.65,3964.95,4007.4,40789960,1929.76
03/01/2007,4007.7,4029.8,3985,4024.05,63826475,3291.66
04/01/2007,4027.3,4041,3979.8,3988.8,67096186,3446.19
05/01/2007,3990.15,4011.45,3969.65,3983.4,69146575,3558.69
08/01/2007,3983.3,3987.45,3913,3933.4,63615668,3590.08
09/01/2007,3933.3,3963.75,3890.75,3911.4,65321592,3753.18
10/01/2007,3910.95,3911.95,3841.7,3850.3,68470689,3892.68
11/01/2007,3852.15,3953.1,3833.6,3942.25,83152375,5058.74
